# Time-averaged data for fix pressrun
# TimeStep v_P
202000 213.114
203000 207.469
204000 215.61
205000 223.019
206000 226.995
207000 237.174
208000 235.165
209000 233.532
210000 235.554
211000 236.047
212000 235.054
213000 237.949
214000 238.72
215000 237.072
216000 235.667
217000 235.211
218000 234.293
219000 233.003
220000 233.482
221000 233.757
222000 233.428
223000 231.957
224000 232.626
225000 233.635
226000 233.387
227000 234.251
228000 235.539
229000 234.751
230000 234.181
231000 233.235
232000 233.155
233000 233.419
234000 231.925
235000 231.785
236000 230.915
237000 230.983
238000 231.574
239000 232.248
240000 232.363
241000 232.092
242000 232.47
243000 232.487
244000 231.98
245000 231.981
246000 232.471
247000 231.616
248000 230.978
249000 231.418
250000 232.124
251000 231.902
252000 232.322
253000 232.412
254000 232.921
255000 233.533
256000 234.127
257000 234.453
258000 234.862
259000 234.813
260000 234.75
261000 234.814
262000 234.948
263000 234.547
264000 234.391
265000 234.072
266000 234.016
267000 234.388
268000 234.338
269000 234.168
270000 234.088
271000 234.682
272000 234.785
273000 235.193
274000 235.763
275000 235.586
276000 235.664
277000 235.739
278000 235.675
279000 235.674
280000 236.165
281000 236.051
282000 236.115
283000 235.814
284000 235.982
285000 236.222
286000 236.387
287000 235.843
288000 235.47
289000 235.534
290000 235.556
291000 235.337
292000 235.48
293000 235.504
294000 235.681
295000 236.101
296000 236.263
297000 236.479
298000 236.515
299000 236.603
300000 236.45
301000 236.156
302000 236.08
303000 235.695
304000 235.933
305000 235.94
306000 236.028
307000 235.982
308000 236.117
309000 236.306
310000 236.371
311000 236.666
312000 236.48
313000 236.555
314000 236.616
315000 236.431
316000 236.195
317000 235.87
318000 235.91
319000 235.684
320000 235.659
321000 235.671
322000 235.765
323000 235.625
324000 235.645
325000 235.791
326000 235.761
327000 235.669
328000 235.79
329000 235.661
330000 235.499
331000 235.629
332000 235.717
333000 235.754
334000 235.866
335000 236.147
336000 236.006
337000 235.894
338000 235.767
339000 235.788
340000 235.769
341000 235.686
342000 235.732
343000 235.632
344000 235.705
345000 235.914
346000 236.151
347000 235.913
348000 235.959
349000 236.012
350000 235.81
351000 235.717
352000 235.346
353000 235.41
354000 235.277
355000 235.166
356000 235.056
357000 234.851
358000 234.708
359000 234.887
