# Time-averaged data for fix energyrun
# TimeStep v_U
202000 43.3789
203000 43.0835
204000 43.1683
205000 43.0387
206000 43.0298
207000 43.0429
208000 43.0022
209000 42.9821
210000 42.9812
211000 42.9867
212000 42.9736
213000 42.9651
214000 42.9722
215000 42.9851
216000 42.959
217000 42.9613
218000 42.9536
219000 42.9589
220000 42.9472
221000 42.9478
222000 42.944
223000 42.9435
224000 42.9521
225000 42.9518
226000 42.9579
227000 42.9471
228000 42.9552
229000 42.9504
230000 42.9534
231000 42.9539
232000 42.9573
233000 42.9542
234000 42.9528
235000 42.9534
236000 42.9524
237000 42.9534
238000 42.9566
239000 42.9456
240000 42.9577
241000 42.9518
242000 42.9457
243000 42.9532
244000 42.9515
245000 42.9485
246000 42.9442
247000 42.9377
248000 42.9378
249000 42.9376
250000 42.9417
251000 42.939
252000 42.9394
253000 42.9427
254000 42.9406
255000 42.9386
256000 42.9364
257000 42.934
258000 42.9361
259000 42.9386
260000 42.939
261000 42.9362
262000 42.9401
263000 42.936
264000 42.9356
265000 42.9412
266000 42.942
267000 42.9416
268000 42.9427
269000 42.9407
270000 42.9424
271000 42.9411
272000 42.941
273000 42.9411
274000 42.9449
275000 42.9431
276000 42.9413
277000 42.9402
278000 42.9417
279000 42.9437
280000 42.9425
281000 42.9401
282000 42.9455
283000 42.9446
284000 42.9442
285000 42.943
286000 42.9436
287000 42.9484
288000 42.9487
289000 42.9461
290000 42.9503
291000 42.9506
292000 42.9491
293000 42.9498
294000 42.952
295000 42.9529
296000 42.9503
297000 42.9535
298000 42.95
299000 42.9528
300000 42.9511
301000 42.9494
302000 42.9482
303000 42.9502
304000 42.95
305000 42.9495
306000 42.9468
307000 42.9494
308000 42.9471
309000 42.9487
310000 42.9497
311000 42.9501
312000 42.9514
313000 42.9496
314000 42.9511
315000 42.9508
316000 42.9495
317000 42.9493
318000 42.9507
319000 42.9506
320000 42.9511
321000 42.951
322000 42.9482
323000 42.9511
324000 42.9506
325000 42.9498
326000 42.9496
327000 42.9508
328000 42.9501
329000 42.9518
330000 42.9504
331000 42.9499
332000 42.9479
333000 42.9466
334000 42.9482
335000 42.9485
336000 42.9476
337000 42.9472
338000 42.9484
339000 42.9481
340000 42.9503
341000 42.9483
342000 42.9487
343000 42.9494
344000 42.9497
345000 42.9487
346000 42.9481
347000 42.9484
348000 42.95
349000 42.9505
350000 42.9486
351000 42.9488
352000 42.9494
353000 42.9522
354000 42.9519
355000 42.9516
356000 42.9524
357000 42.9519
358000 42.9533
359000 42.9534
360000 42.9544
361000 42.9533
362000 42.9535
363000 42.9527
364000 42.9523
365000 42.9518
366000 42.9502
367000 42.9504
368000 42.9501
369000 42.949
370000 42.9502
371000 42.9502
372000 42.9504
373000 42.9488
374000 42.9505
375000 42.9497
376000 42.95
377000 42.9499
378000 42.951
379000 42.9503
380000 42.9511
381000 42.9499
382000 42.9495
383000 42.9504
384000 42.9496
385000 42.9507
386000 42.9502
387000 42.9514
388000 42.95
389000 42.9488
390000 42.949
391000 42.9486
392000 42.9485
393000 42.95
394000 42.9493
395000 42.9487
396000 42.9491
397000 42.949
398000 42.9509
399000 42.9499
400000 42.9489
401000 42.9482
402000 42.949
403000 42.95
404000 42.9492
405000 42.949
406000 42.9488
407000 42.9479
408000 42.9489
409000 42.9501
410000 42.9496
411000 42.95
412000 42.9491
413000 42.9492
414000 42.9497
415000 42.9491
416000 42.9492
417000 42.9498
418000 42.9509
419000 42.9514
420000 42.9518
421000 42.9512
422000 42.9517
423000 42.9517
424000 42.9515
425000 42.9511
426000 42.9509
427000 42.9515
428000 42.9514
429000 42.9515
430000 42.9533
431000 42.953
432000 42.9532
433000 42.9539
434000 42.9535
435000 42.9529
436000 42.9526
437000 42.9532
438000 42.9533
439000 42.9526
440000 42.9529
441000 42.9526
442000 42.9524
443000 42.9518
444000 42.9522
445000 42.9523
446000 42.9516
447000 42.9505
448000 42.9522
449000 42.9525
450000 42.9538
451000 42.9534
452000 42.9532
453000 42.9536
454000 42.9528
455000 42.9537
456000 42.9539
457000 42.9543
458000 42.9548
459000 42.955
460000 42.9548
461000 42.9543
462000 42.9536
463000 42.9543
464000 42.955
465000 42.9544
466000 42.9553
467000 42.9555
468000 42.9568
469000 42.9556
470000 42.9567
471000 42.9571
472000 42.9566
473000 42.9578
474000 42.9569
475000 42.9566
476000 42.9558
477000 42.9558
478000 42.9568
479000 42.9569
480000 42.9568
481000 42.9566
482000 42.9571
483000 42.9573
484000 42.9584
485000 42.9572
486000 42.9574
487000 42.9578
488000 42.9584
489000 42.9576
490000 42.9572
491000 42.9575
492000 42.9574
493000 42.9568
494000 42.9564
495000 42.9557
496000 42.9545
497000 42.9547
498000 42.9544
499000 42.9539
500000 42.9533
501000 42.9532
502000 42.9526
503000 42.952
504000 42.9521
505000 42.9517
506000 42.9529
507000 42.9522
508000 42.951
509000 42.9518
510000 42.9527
511000 42.9525
512000 42.9532
513000 42.9534
514000 42.9532
515000 42.9523
516000 42.9528
517000 42.9522
518000 42.9521
519000 42.9521
520000 42.9517
521000 42.9518
522000 42.9515
523000 42.9522
524000 42.9528
525000 42.9523
526000 42.9521
527000 42.9512
528000 42.9512
529000 42.9506
530000 42.9502
531000 42.9499
532000 42.9503
533000 42.9507
534000 42.9505
535000 42.9503
536000 42.9497
537000 42.9499
538000 42.9495
539000 42.95
540000 42.9494
541000 42.949
542000 42.9489
543000 42.9488
544000 42.9489
545000 42.949
546000 42.9487
547000 42.9484
548000 42.9485
549000 42.9481
550000 42.9483
551000 42.9489
552000 42.9493
553000 42.9493
554000 42.9495
555000 42.949
556000 42.9489
557000 42.9492
558000 42.9485
559000 42.9491
560000 42.949
561000 42.9481
562000 42.9475
563000 42.9475
564000 42.9475
565000 42.9467
566000 42.9468
567000 42.9471
568000 42.9476
569000 42.9469
570000 42.9473
571000 42.9472
572000 42.947
573000 42.9476
574000 42.9471
575000 42.9469
576000 42.9479
577000 42.9483
578000 42.9483
579000 42.9477
580000 42.9475
581000 42.9482
582000 42.9477
583000 42.9478
584000 42.9474
585000 42.9478
586000 42.9479
587000 42.9473
588000 42.9475
589000 42.9479
590000 42.948
591000 42.9479
592000 42.948
593000 42.9487
594000 42.9487
595000 42.9493
596000 42.9497
597000 42.9497
598000 42.9501
599000 42.9493
600000 42.95
601000 42.95
602000 42.949
603000 42.9495
604000 42.9497
605000 42.9489
606000 42.9493
607000 42.95
608000 42.9497
609000 42.9492
610000 42.9489
611000 42.9494
612000 42.9488
613000 42.9477
614000 42.9484
615000 42.9484
616000 42.9478
617000 42.9484
618000 42.9484
619000 42.9485
620000 42.9491
621000 42.9489
622000 42.9487
623000 42.9479
624000 42.948
625000 42.9474
626000 42.9475
627000 42.9476
628000 42.9475
629000 42.9477
630000 42.9473
