# Time-averaged data for fix energyrun
# TimeStep v_U
202000 42.4439
203000 42.486
204000 42.5989
205000 42.5192
206000 42.5212
207000 42.496
208000 42.501
209000 42.4369
210000 42.4241
211000 42.4439
212000 42.4643
213000 42.459
214000 42.4586
215000 42.4549
216000 42.4609
217000 42.4499
218000 42.4487
219000 42.4351
220000 42.423
221000 42.4332
222000 42.4158
223000 42.4287
224000 42.4246
225000 42.4204
226000 42.4187
227000 42.4247
228000 42.4196
229000 42.4173
230000 42.4294
231000 42.4188
232000 42.4248
233000 42.4196
234000 42.4289
235000 42.4303
236000 42.4221
237000 42.4244
238000 42.4248
239000 42.4228
240000 42.4245
241000 42.4187
242000 42.4207
243000 42.4152
244000 42.4145
245000 42.4154
246000 42.4151
247000 42.4164
248000 42.4181
249000 42.4153
250000 42.4154
251000 42.4205
252000 42.4216
253000 42.4209
254000 42.4227
255000 42.4207
256000 42.4205
257000 42.4186
258000 42.4222
259000 42.4271
260000 42.4255
261000 42.428
262000 42.431
263000 42.4237
264000 42.4198
265000 42.4187
266000 42.4173
267000 42.4136
268000 42.4112
269000 42.4148
270000 42.4125
271000 42.4131
272000 42.4163
273000 42.4176
274000 42.4191
275000 42.4197
276000 42.421
277000 42.422
278000 42.4208
279000 42.4199
280000 42.4209
281000 42.4224
282000 42.4219
283000 42.4221
284000 42.4244
285000 42.4243
286000 42.4232
287000 42.4233
288000 42.4224
289000 42.4229
290000 42.4229
291000 42.422
292000 42.4229
293000 42.4218
294000 42.4215
295000 42.4224
296000 42.4225
297000 42.4228
298000 42.4237
299000 42.4238
300000 42.4236
301000 42.4205
302000 42.4197
303000 42.4166
304000 42.4148
305000 42.4165
306000 42.4164
307000 42.4149
308000 42.4145
309000 42.4171
310000 42.4154
311000 42.4155
312000 42.4124
313000 42.4156
314000 42.415
315000 42.4147
316000 42.4149
317000 42.4135
318000 42.4155
319000 42.4151
320000 42.4135
321000 42.4154
322000 42.4154
323000 42.4164
324000 42.4153
325000 42.4163
326000 42.417
327000 42.4174
328000 42.4161
329000 42.4168
330000 42.4163
331000 42.4168
332000 42.4168
333000 42.4175
334000 42.4152
335000 42.416
336000 42.4161
337000 42.4163
338000 42.4146
339000 42.4152
340000 42.4142
341000 42.4145
342000 42.4151
343000 42.4163
344000 42.4165
345000 42.4169
346000 42.4153
347000 42.4164
348000 42.4166
349000 42.4174
350000 42.4186
351000 42.4183
352000 42.4189
353000 42.4175
354000 42.4169
355000 42.4172
356000 42.4169
357000 42.4185
358000 42.4187
359000 42.4197
360000 42.42
361000 42.4197
362000 42.4188
363000 42.4193
364000 42.4192
365000 42.42
366000 42.4214
367000 42.4205
368000 42.4196
369000 42.4201
370000 42.4193
371000 42.4204
372000 42.4189
373000 42.4185
374000 42.4191
375000 42.418
376000 42.4192
377000 42.4201
378000 42.4195
379000 42.4184
380000 42.4194
381000 42.4184
382000 42.4183
383000 42.418
384000 42.4167
385000 42.4161
386000 42.4147
387000 42.4153
388000 42.4151
389000 42.4145
390000 42.4148
391000 42.4136
392000 42.4134
393000 42.4123
394000 42.4133
395000 42.413
396000 42.4152
397000 42.4161
398000 42.4167
399000 42.4164
400000 42.4172
401000 42.416
402000 42.4157
403000 42.417
404000 42.416
405000 42.4178
406000 42.4167
407000 42.4163
408000 42.4158
409000 42.4153
410000 42.4162
411000 42.4149
412000 42.415
413000 42.415
414000 42.4147
415000 42.4139
416000 42.4139
417000 42.414
418000 42.4138
419000 42.4156
420000 42.4161
421000 42.4169
422000 42.4175
423000 42.4163
424000 42.416
425000 42.417
426000 42.4164
427000 42.4158
428000 42.4158
429000 42.4149
430000 42.4155
431000 42.4157
432000 42.4158
433000 42.4155
434000 42.4149
435000 42.4153
436000 42.4146
437000 42.4156
438000 42.4161
439000 42.4164
440000 42.4163
441000 42.4167
442000 42.4163
443000 42.4155
444000 42.4148
445000 42.4142
446000 42.4139
447000 42.4152
448000 42.4149
449000 42.415
450000 42.4139
451000 42.414
452000 42.4151
453000 42.4146
454000 42.4148
455000 42.415
456000 42.4149
457000 42.4146
458000 42.4136
459000 42.4126
460000 42.4135
461000 42.4137
462000 42.4148
463000 42.4142
464000 42.4151
465000 42.414
466000 42.415
467000 42.4144
468000 42.4153
469000 42.4158
470000 42.4145
471000 42.415
472000 42.4153
473000 42.4151
474000 42.4152
475000 42.416
476000 42.416
477000 42.4154
478000 42.4154
479000 42.4156
480000 42.4152
481000 42.4145
482000 42.4157
483000 42.4155
484000 42.4152
485000 42.4139
486000 42.415
487000 42.4143
488000 42.4142
489000 42.4139
490000 42.4137
491000 42.412
492000 42.4129
493000 42.4127
494000 42.4123
495000 42.4126
496000 42.4128
497000 42.4131
498000 42.4128
499000 42.4125
500000 42.4133
501000 42.4127
502000 42.4131
503000 42.4139
504000 42.4139
505000 42.4126
506000 42.4139
507000 42.4132
508000 42.4123
509000 42.4121
510000 42.412
511000 42.4119
512000 42.4123
513000 42.4132
514000 42.4136
515000 42.4132
516000 42.4133
517000 42.4137
518000 42.4128
519000 42.4126
520000 42.4127
521000 42.4124
522000 42.4119
523000 42.4113
524000 42.4125
525000 42.4117
526000 42.4119
527000 42.4113
528000 42.411
529000 42.4103
530000 42.4102
531000 42.4098
532000 42.4087
533000 42.4088
534000 42.4092
535000 42.4096
536000 42.4094
537000 42.4097
538000 42.4101
539000 42.4107
540000 42.4117
541000 42.4113
542000 42.4112
