# Time-averaged data for fix energyrun
# TimeStep v_U
202000 -12.6786
203000 -12.8857
204000 -13.0398
205000 -13.1039
206000 -13.132
207000 -13.1773
208000 -13.1902
209000 -13.2141
210000 -13.166
211000 -13.166
212000 -13.1255
213000 -13.0515
214000 -13.0241
215000 -13.0649
216000 -13.1352
217000 -13.2117
218000 -13.206
219000 -13.1908
220000 -13.1288
221000 -13.1112
222000 -13.0756
223000 -13.0393
224000 -12.9954
225000 -12.9674
226000 -12.9652
227000 -12.9258
228000 -12.8873
229000 -12.8745
230000 -12.8774
231000 -12.8866
232000 -12.9001
233000 -12.9331
234000 -12.9521
235000 -12.9712
236000 -12.9884
237000 -13.0023
238000 -13.0326
239000 -13.0506
240000 -13.0686
241000 -13.0874
242000 -13.097
243000 -13.1169
244000 -13.1281
245000 -13.1459
246000 -13.1495
247000 -13.1576
248000 -13.1572
249000 -13.1577
250000 -13.152
251000 -13.1624
252000 -13.183
253000 -13.1956
254000 -13.1991
255000 -13.2024
256000 -13.1931
257000 -13.1907
258000 -13.195
259000 -13.2004
260000 -13.1936
261000 -13.1819
262000 -13.1796
263000 -13.1723
264000 -13.1617
265000 -13.1526
266000 -13.1428
267000 -13.1312
268000 -13.1343
269000 -13.144
270000 -13.1488
271000 -13.1471
272000 -13.1555
273000 -13.1608
274000 -13.1599
275000 -13.1661
276000 -13.1741
277000 -13.1849
278000 -13.1891
279000 -13.1935
280000 -13.2002
281000 -13.2037
282000 -13.21
283000 -13.224
284000 -13.2394
285000 -13.247
286000 -13.2504
287000 -13.2629
288000 -13.2741
289000 -13.2872
290000 -13.2986
291000 -13.3102
292000 -13.3259
293000 -13.3358
294000 -13.3462
295000 -13.3546
296000 -13.3688
297000 -13.3783
298000 -13.3898
299000 -13.4
300000 -13.406
301000 -13.4075
302000 -13.4094
303000 -13.4183
304000 -13.4195
305000 -13.4279
306000 -13.4323
307000 -13.4419
308000 -13.4423
309000 -13.4413
310000 -13.4438
311000 -13.4544
312000 -13.4642
313000 -13.4719
314000 -13.4828
315000 -13.4844
316000 -13.483
317000 -13.4751
318000 -13.4703
319000 -13.4633
320000 -13.4591
321000 -13.4544
322000 -13.4494
323000 -13.4498
324000 -13.4466
325000 -13.4405
326000 -13.4346
327000 -13.4299
328000 -13.4249
329000 -13.4192
330000 -13.4112
331000 -13.4044
332000 -13.3993
333000 -13.392
334000 -13.3835
335000 -13.3808
336000 -13.3727
337000 -13.3621
338000 -13.3531
339000 -13.3458
340000 -13.3376
341000 -13.3357
342000 -13.3339
343000 -13.3361
344000 -13.3355
345000 -13.3346
346000 -13.3353
347000 -13.3341
348000 -13.3389
349000 -13.3426
350000 -13.3495
351000 -13.3553
352000 -13.3597
353000 -13.3632
354000 -13.369
355000 -13.369
356000 -13.3677
357000 -13.365
358000 -13.3636
359000 -13.3598
360000 -13.3583
361000 -13.3569
362000 -13.3542
363000 -13.3524
364000 -13.3522
365000 -13.3551
366000 -13.3566
367000 -13.3587
368000 -13.3578
369000 -13.361
370000 -13.3642
371000 -13.3693
372000 -13.3759
373000 -13.3823
374000 -13.3846
375000 -13.3841
376000 -13.387
377000 -13.3913
378000 -13.3931
379000 -13.3969
380000 -13.3986
381000 -13.4031
382000 -13.4035
383000 -13.4065
384000 -13.4122
385000 -13.4115
386000 -13.4132
387000 -13.4122
388000 -13.4081
389000 -13.4048
390000 -13.4018
391000 -13.4029
392000 -13.4051
393000 -13.4047
394000 -13.4058
395000 -13.4067
396000 -13.4104
397000 -13.4148
398000 -13.4203
399000 -13.4296
400000 -13.4368
401000 -13.4428
402000 -13.4496
403000 -13.4557
404000 -13.4607
405000 -13.4695
406000 -13.4813
407000 -13.4894
408000 -13.496
409000 -13.498
410000 -13.5022
411000 -13.5034
412000 -13.501
413000 -13.4979
414000 -13.4955
415000 -13.491
416000 -13.4877
417000 -13.4859
418000 -13.4862
419000 -13.485
420000 -13.4849
421000 -13.4863
422000 -13.4883
423000 -13.4875
424000 -13.4887
425000 -13.4889
426000 -13.49
427000 -13.4902
428000 -13.4926
429000 -13.4948
430000 -13.4932
431000 -13.4945
432000 -13.4943
433000 -13.4921
434000 -13.4917
435000 -13.4916
436000 -13.4892
437000 -13.4871
438000 -13.4858
439000 -13.4855
440000 -13.4819
441000 -13.477
442000 -13.4719
443000 -13.4695
444000 -13.4652
445000 -13.4621
446000 -13.4614
447000 -13.461
448000 -13.4584
449000 -13.4554
450000 -13.4545
451000 -13.453
452000 -13.4504
453000 -13.4502
454000 -13.4482
455000 -13.4485
456000 -13.4463
457000 -13.4437
458000 -13.4446
459000 -13.4446
460000 -13.4456
461000 -13.4445
462000 -13.4454
463000 -13.4497
464000 -13.4536
465000 -13.4559
466000 -13.4552
467000 -13.4561
