# Time-averaged data for fix pressrun
# TimeStep v_P
252000 1229.45
253000 1232.19
254000 1237.82
255000 1239.03
256000 1240.2
257000 1240.16
258000 1236.66
259000 1239.01
260000 1240.66
261000 1241.53
262000 1240.25
263000 1240.9
264000 1241.84
265000 1242.22
266000 1241.82
267000 1241.91
268000 1241.17
269000 1240.12
270000 1240.11
271000 1240.53
272000 1240.31
273000 1240.07
274000 1240.6
275000 1241.07
276000 1241.29
277000 1240.21
278000 1240.22
279000 1239.6
280000 1239.59
281000 1239.81
282000 1240.24
283000 1240.49
284000 1240.12
285000 1239.96
286000 1239.87
287000 1240.63
288000 1241.1
289000 1240.61
290000 1240.12
291000 1239.25
292000 1239.38
293000 1239.47
294000 1239.77
295000 1239.48
296000 1240.41
297000 1240.85
298000 1241.01
299000 1241.07
300000 1240.86
301000 1240.77
302000 1241.04
303000 1241.11
304000 1241.1
305000 1240.72
306000 1240.76
307000 1240.72
308000 1240.9
309000 1240.79
310000 1241.1
311000 1241.07
312000 1241.07
313000 1240.51
314000 1240.25
315000 1240.31
316000 1240.77
317000 1241.12
318000 1241.04
319000 1241
320000 1241.06
321000 1241.01
322000 1241.16
323000 1241.08
324000 1241.1
325000 1240.93
326000 1241.12
327000 1241.15
328000 1240.96
329000 1241.02
330000 1241.11
331000 1241.04
332000 1241.21
333000 1241.39
334000 1241.32
335000 1241.26
336000 1241.22
337000 1241.44
338000 1241.31
339000 1241.33
340000 1241.02
341000 1240.95
342000 1241
343000 1240.88
344000 1240.74
345000 1240.83
346000 1240.86
347000 1240.87
348000 1241.04
349000 1241.02
350000 1240.97
351000 1241
352000 1240.99
353000 1240.78
354000 1240.71
355000 1240.62
356000 1240.73
357000 1240.6
358000 1240.64
359000 1240.5
360000 1240.62
361000 1240.47
362000 1240.51
363000 1240.37
364000 1240.28
365000 1240.26
366000 1240.16
367000 1240.19
368000 1240.18
369000 1239.99
370000 1240.04
371000 1240.08
372000 1240.08
373000 1240.02
374000 1240.05
375000 1240.01
376000 1239.95
377000 1239.98
378000 1240.12
379000 1240.13
380000 1239.99
381000 1239.98
382000 1240.05
383000 1240.05
384000 1240.21
385000 1240.1
386000 1240.09
387000 1239.82
388000 1239.73
389000 1239.74
390000 1239.77
391000 1239.7
392000 1239.65
393000 1239.68
394000 1239.66
395000 1239.71
396000 1239.58
397000 1239.69
398000 1239.68
399000 1239.66
400000 1239.66
401000 1239.78
402000 1239.91
403000 1239.82
404000 1239.73
405000 1239.73
406000 1239.78
407000 1239.73
408000 1239.77
409000 1239.8
410000 1239.75
411000 1239.87
412000 1239.9
413000 1239.86
414000 1239.93
415000 1239.97
416000 1240
417000 1240
418000 1240.01
419000 1239.98
420000 1239.97
421000 1240.06
422000 1240.17
423000 1240.21
424000 1240.22
425000 1240.25
426000 1240.18
427000 1240.07
428000 1240.21
429000 1240.23
430000 1240.18
431000 1240.11
432000 1240
433000 1239.96
434000 1239.88
435000 1239.94
436000 1239.95
437000 1239.85
438000 1239.8
439000 1239.71
440000 1239.61
441000 1239.64
442000 1239.65
443000 1239.69
444000 1239.65
445000 1239.59
446000 1239.67
447000 1239.69
448000 1239.58
449000 1239.54
450000 1239.45
451000 1239.51
452000 1239.61
453000 1239.58
454000 1239.54
455000 1239.5
456000 1239.43
457000 1239.37
458000 1239.28
459000 1239.35
460000 1239.39
461000 1239.37
462000 1239.25
463000 1239.27
464000 1239.25
465000 1239.24
466000 1239.18
467000 1239.08
468000 1239.14
469000 1239.14
470000 1239.15
471000 1239.11
472000 1239.11
473000 1239.07
474000 1239.04
475000 1238.96
476000 1238.93
477000 1238.89
478000 1238.85
479000 1238.77
480000 1238.8
481000 1238.75
482000 1238.73
483000 1238.76
484000 1238.83
485000 1238.87
486000 1238.79
487000 1238.75
488000 1238.75
489000 1238.68
490000 1238.63
491000 1238.6
492000 1238.66
493000 1238.64
494000 1238.59
495000 1238.62
496000 1238.64
497000 1238.67
498000 1238.62
499000 1238.61
500000 1238.55
501000 1238.54
502000 1238.59
503000 1238.52
504000 1238.51
505000 1238.47
506000 1238.54
507000 1238.58
508000 1238.6
509000 1238.57
510000 1238.59
511000 1238.59
512000 1238.65
513000 1238.65
514000 1238.58
515000 1238.55
516000 1238.54
517000 1238.51
518000 1238.49
519000 1238.51
520000 1238.53
521000 1238.59
522000 1238.56
523000 1238.52
524000 1238.54
525000 1238.48
526000 1238.45
527000 1238.5
528000 1238.45
529000 1238.49
530000 1238.51
531000 1238.54
532000 1238.55
533000 1238.6
534000 1238.61
535000 1238.59
536000 1238.59
537000 1238.68
538000 1238.68
539000 1238.64
540000 1238.59
541000 1238.57
542000 1238.53
543000 1238.57
544000 1238.61
545000 1238.64
546000 1238.62
547000 1238.6
548000 1238.58
549000 1238.55
550000 1238.54
551000 1238.57
552000 1238.59
553000 1238.6
554000 1238.61
555000 1238.57
556000 1238.57
557000 1238.58
558000 1238.56
559000 1238.59
560000 1238.64
561000 1238.56
562000 1238.59
563000 1238.6
564000 1238.61
565000 1238.59
566000 1238.56
567000 1238.53
568000 1238.5
569000 1238.47
570000 1238.45
571000 1238.44
572000 1238.44
573000 1238.44
574000 1238.42
575000 1238.43
576000 1238.36
577000 1238.34
578000 1238.37
579000 1238.32
580000 1238.37
581000 1238.37
582000 1238.35
583000 1238.37
584000 1238.37
585000 1238.34
586000 1238.32
587000 1238.37
588000 1238.44
589000 1238.41
590000 1238.43
591000 1238.48
592000 1238.44
593000 1238.41
594000 1238.36
595000 1238.36
596000 1238.37
597000 1238.29
598000 1238.26
599000 1238.18
600000 1238.17
601000 1238.18
602000 1238.14
603000 1238.15
604000 1238.2
605000 1238.2
606000 1238.19
607000 1238.12
608000 1238.06
609000 1238.03
610000 1237.99
611000 1237.98
612000 1237.99
613000 1238.02
614000 1238.04
615000 1238.06
616000 1238.07
617000 1238.09
618000 1238.13
619000 1238.14
620000 1238.15
621000 1238.16
622000 1238.13
623000 1238.1
624000 1238.08
625000 1238.04
626000 1237.98
627000 1238.01
628000 1238.04
629000 1238.03
630000 1238
631000 1237.94
632000 1237.92
633000 1237.91
634000 1237.9
635000 1237.9
636000 1237.9
637000 1237.97
638000 1237.96
639000 1237.97
640000 1237.96
641000 1238.02
642000 1238.03
643000 1237.98
644000 1238.01
645000 1238.01
646000 1238.06
647000 1238.06
648000 1238.05
649000 1238.09
650000 1238.1
651000 1238.08
652000 1238.07
653000 1238.11
654000 1238.08
655000 1238.09
656000 1238.05
657000 1238
658000 1238.06
659000 1238.06
660000 1238.04
661000 1238.01
662000 1237.99
663000 1237.97
664000 1238.04
665000 1238.03
666000 1238.03
667000 1238.01
668000 1237.94
669000 1237.93
670000 1237.96
671000 1237.98
672000 1237.98
673000 1238
674000 1237.99
675000 1237.99
676000 1238.01
677000 1238.02
678000 1238.07
679000 1238.03
680000 1238.05
681000 1238.06
682000 1237.99
683000 1238
684000 1238.01
685000 1238
686000 1238.03
687000 1238.03
688000 1238.03
689000 1238.08
690000 1238.06
691000 1238.03
692000 1238.05
693000 1238.07
694000 1238.13
695000 1238.16
696000 1238.16
697000 1238.16
698000 1238.18
699000 1238.21
700000 1238.18
701000 1238.18
702000 1238.17
703000 1238.13
704000 1238.1
705000 1238.13
706000 1238.14
707000 1238.13
708000 1238.17
709000 1238.23
710000 1238.21
711000 1238.19
712000 1238.21
713000 1238.19
714000 1238.2
715000 1238.25
716000 1238.28
717000 1238.29
718000 1238.28
719000 1238.26
720000 1238.27
721000 1238.26
722000 1238.26
723000 1238.19
724000 1238.19
725000 1238.17
726000 1238.16
727000 1238.16
728000 1238.22
729000 1238.26
730000 1238.26
731000 1238.3
732000 1238.29
733000 1238.24
734000 1238.2
735000 1238.19
736000 1238.21
737000 1238.21
738000 1238.2
739000 1238.19
740000 1238.14
741000 1238.16
742000 1238.13
743000 1238.12
744000 1238.1
745000 1238.13
746000 1238.1
747000 1238.12
748000 1238.12
749000 1238.11
750000 1238.1
751000 1238.1
752000 1238.05
753000 1238.03
754000 1238.03
755000 1238.02
756000 1238.03
757000 1237.98
758000 1237.98
759000 1238
760000 1237.99
761000 1238
762000 1238.01
763000 1238.02
764000 1238.02
765000 1238.03
766000 1238.07
767000 1238.05
768000 1238.04
769000 1237.99
