# Time-averaged data for fix pressrun
# TimeStep v_P
202000 54.2567
203000 55.2193
204000 56.1143
205000 55.1354
206000 54.8172
207000 54.9423
208000 55.0712
209000 55.3838
210000 55.39
211000 55.0421
212000 55.1077
213000 55.3059
214000 55.6099
215000 55.6689
216000 56.0871
217000 56.3283
218000 56.1438
219000 55.9534
220000 56.0713
221000 56.1072
222000 56.0455
223000 56.2919
224000 56.2271
225000 56.2309
226000 56.1178
227000 56.1831
228000 56.0526
229000 56.1116
230000 56.0128
231000 56.1723
232000 56.186
233000 56.3075
234000 56.249
235000 56.2981
236000 56.061
237000 56.148
238000 56.1557
239000 56.1752
240000 56.0488
241000 56.0277
242000 55.9892
243000 56.0163
244000 56.097
245000 56.1545
246000 56.1483
247000 56.1189
248000 56.1377
249000 56.0125
250000 56.085
251000 55.9676
252000 56.0442
253000 56.001
254000 56.1116
255000 56.0416
256000 55.9825
257000 56.0857
258000 56.105
259000 56.1159
260000 56.0965
261000 56.1277
262000 56.1547
263000 56.2735
264000 56.2773
265000 56.2412
266000 56.2124
267000 56.1858
268000 56.1989
269000 56.2554
270000 56.2158
271000 56.2202
272000 56.2071
273000 56.1993
274000 56.098
275000 56.1214
276000 56.0913
277000 56.0488
278000 56.0413
279000 56.0223
280000 55.9865
281000 56.0763
282000 56.0895
283000 56.049
284000 56.0469
285000 56.0236
286000 56.0568
287000 55.986
288000 55.9872
289000 55.9669
290000 55.8905
291000 55.896
292000 55.8824
293000 55.8652
294000 55.8175
295000 55.8546
296000 55.791
297000 55.805
298000 55.8504
299000 55.8075
300000 55.8248
301000 55.7864
302000 55.764
303000 55.7325
304000 55.7071
305000 55.6877
306000 55.6753
307000 55.6635
308000 55.6899
309000 55.6509
310000 55.6288
311000 55.6687
312000 55.6898
313000 55.6926
314000 55.6884
315000 55.6801
316000 55.7077
317000 55.6703
318000 55.7083
319000 55.6947
320000 55.6952
321000 55.7462
322000 55.7759
323000 55.7832
324000 55.7441
325000 55.7409
