# Time-averaged data for fix energyrun
# TimeStep v_U
202000 4.45595
203000 4.66601
204000 4.80746
205000 4.60677
206000 4.50368
207000 4.35319
208000 4.31699
209000 4.32919
210000 4.3218
211000 4.34887
212000 4.36028
213000 4.34032
214000 4.28734
215000 4.29971
216000 4.37941
217000 4.43964
218000 4.46942
219000 4.4732
220000 4.47854
221000 4.49284
222000 4.48068
223000 4.48366
224000 4.4614
225000 4.46588
226000 4.46901
227000 4.4812
228000 4.50392
229000 4.5093
230000 4.48989
231000 4.46586
232000 4.44093
233000 4.41264
234000 4.38865
235000 4.37735
236000 4.37622
237000 4.38105
238000 4.40145
239000 4.42424
240000 4.45402
241000 4.46109
242000 4.45904
243000 4.45157
244000 4.44695
245000 4.4375
246000 4.43217
247000 4.43128
248000 4.42445
249000 4.41743
250000 4.41131
251000 4.40521
252000 4.39137
253000 4.37761
254000 4.37763
255000 4.37821
256000 4.36784
257000 4.35526
258000 4.35199
259000 4.35644
260000 4.35224
261000 4.33866
262000 4.32561
263000 4.31893
264000 4.32352
265000 4.32961
266000 4.33198
267000 4.33105
268000 4.32549
269000 4.3318
270000 4.33125
271000 4.32646
272000 4.32794
273000 4.33191
274000 4.32461
275000 4.31147
276000 4.28698
277000 4.27175
278000 4.26781
279000 4.25266
280000 4.24174
281000 4.23349
282000 4.22796
283000 4.21903
284000 4.21435
285000 4.20094
286000 4.19237
287000 4.18477
288000 4.17734
289000 4.16764
290000 4.15887
291000 4.15156
292000 4.14146
293000 4.13319
294000 4.11885
295000 4.10761
296000 4.0949
297000 4.08272
298000 4.07883
299000 4.06619
300000 4.05565
301000 4.03976
302000 4.03316
303000 4.02322
304000 4.01734
305000 4.00972
306000 4.00111
307000 3.9921
308000 3.97885
309000 3.97072
310000 3.96037
311000 3.9468
312000 3.9338
313000 3.92082
314000 3.90877
315000 3.89454
316000 3.88588
317000 3.8794
318000 3.87358
319000 3.86808
320000 3.8644
321000 3.86143
322000 3.85144
323000 3.84513
324000 3.83621
325000 3.83067
326000 3.81829
327000 3.80802
328000 3.7963
329000 3.78358
330000 3.77787
331000 3.76806
332000 3.75881
333000 3.75193
334000 3.74153
335000 3.73826
336000 3.73251
337000 3.72886
338000 3.71949
339000 3.71132
340000 3.70779
341000 3.7046
342000 3.6961
343000 3.68704
344000 3.67697
345000 3.66717
346000 3.65837
347000 3.65189
348000 3.64712
349000 3.64633
350000 3.64511
351000 3.64404
352000 3.64269
353000 3.64109
354000 3.63793
355000 3.63073
356000 3.62762
357000 3.62743
358000 3.62546
359000 3.62219
360000 3.61969
361000 3.61624
362000 3.61162
363000 3.60962
364000 3.60761
365000 3.60421
366000 3.60071
367000 3.59626
368000 3.59392
369000 3.58699
370000 3.58478
371000 3.58481
372000 3.58399
373000 3.58176
374000 3.58703
375000 3.58931
376000 3.59106
377000 3.59501
378000 3.60025
379000 3.60326
380000 3.60756
381000 3.61579
382000 3.62367
383000 3.63291
384000 3.6414
385000 3.65027
386000 3.65537
387000 3.65728
388000 3.6568
389000 3.6569
390000 3.65968
391000 3.66188
392000 3.66595
393000 3.67071
394000 3.6746
395000 3.67761
396000 3.67974
397000 3.67962
398000 3.67616
399000 3.67551
400000 3.67555
401000 3.67499
402000 3.67892
403000 3.68318
404000 3.68414
405000 3.68764
406000 3.69171
407000 3.69058
408000 3.69151
409000 3.69151
410000 3.69315
411000 3.69559
412000 3.69623
413000 3.69559
414000 3.69578
415000 3.6939
416000 3.69353
417000 3.68994
418000 3.68645
419000 3.68857
420000 3.68984
421000 3.69095
422000 3.69056
423000 3.6899
424000 3.69032
425000 3.69071
426000 3.6904
427000 3.69342
428000 3.69548
429000 3.69377
430000 3.69226
431000 3.68961
432000 3.68683
433000 3.68456
434000 3.68458
435000 3.68438
436000 3.68541
437000 3.68449
438000 3.68214
439000 3.68336
440000 3.68494
441000 3.68991
442000 3.69023
443000 3.69487
444000 3.69698
445000 3.70039
446000 3.70158
447000 3.70434
448000 3.70587
449000 3.70812
450000 3.7114
451000 3.71467
452000 3.71773
453000 3.71855
454000 3.72025
455000 3.72177
456000 3.72065
457000 3.71821
458000 3.71268
459000 3.70755
460000 3.70399
461000 3.70083
462000 3.6967
463000 3.69342
464000 3.6909
465000 3.69295
466000 3.69456
467000 3.69518
468000 3.69541
469000 3.69591
470000 3.6978
471000 3.69911
472000 3.70185
473000 3.70224
474000 3.70213
475000 3.70428
476000 3.70627
477000 3.70742
478000 3.7101
479000 3.71248
480000 3.71286
481000 3.71673
482000 3.7207
483000 3.72531
484000 3.72783
485000 3.72994
486000 3.73109
487000 3.7322
488000 3.73249
489000 3.73343
490000 3.73426
491000 3.73448
492000 3.73487
493000 3.73567
494000 3.73484
495000 3.73571
496000 3.73618
497000 3.73461
498000 3.73343
499000 3.73186
500000 3.73232
501000 3.73285
502000 3.72984
503000 3.72834
504000 3.72747
505000 3.72745
506000 3.72662
507000 3.72827
508000 3.73149
509000 3.73345
510000 3.73568
511000 3.73443
512000 3.73288
513000 3.72999
514000 3.72723
515000 3.72615
516000 3.72499
517000 3.72558
518000 3.72626
519000 3.72598
520000 3.72345
521000 3.72343
522000 3.72259
523000 3.72114
524000 3.71942
525000 3.71853
526000 3.71417
527000 3.71147
528000 3.70777
529000 3.70589
530000 3.70459
531000 3.70423
532000 3.70485
533000 3.70575
534000 3.70821
535000 3.70888
536000 3.71186
537000 3.71307
538000 3.71266
539000 3.71443
540000 3.71683
541000 3.72021
542000 3.72336
543000 3.72468
544000 3.72542
545000 3.7258
546000 3.7262
547000 3.72629
548000 3.72665
549000 3.72642
550000 3.72392
551000 3.72286
552000 3.72039
553000 3.71918
554000 3.71758
555000 3.71667
556000 3.71681
557000 3.71803
558000 3.71825
559000 3.71581
560000 3.71416
561000 3.71046
562000 3.7064
563000 3.70247
564000 3.69872
565000 3.69381
566000 3.69097
567000 3.68752
568000 3.68527
569000 3.68276
570000 3.68142
571000 3.67881
572000 3.67869
573000 3.6782
574000 3.67745
575000 3.67567
576000 3.67321
577000 3.67116
578000 3.66947
579000 3.66604
580000 3.66271
581000 3.65905
582000 3.65488
583000 3.65041
584000 3.64619
585000 3.64085
586000 3.63556
587000 3.63294
588000 3.63053
589000 3.62801
590000 3.62605
591000 3.62317
592000 3.62193
593000 3.62068
594000 3.61919
595000 3.61689
596000 3.61598
597000 3.61561
598000 3.61484
599000 3.61359
600000 3.61295
601000 3.61165
602000 3.61151
603000 3.61101
604000 3.60999
605000 3.60688
606000 3.6038
607000 3.5993
608000 3.59673
609000 3.59449
610000 3.59327
611000 3.59071
612000 3.58915
613000 3.58777
614000 3.58666
615000 3.58567
616000 3.58498
617000 3.58322
618000 3.58207
619000 3.58043
620000 3.57869
621000 3.57482
622000 3.57219
623000 3.57007
624000 3.56935
625000 3.56723
626000 3.56632
627000 3.56554
628000 3.56436
629000 3.56303
630000 3.56352
631000 3.56545
632000 3.56635
633000 3.56843
634000 3.56959
635000 3.57154
636000 3.57276
637000 3.57424
638000 3.57568
639000 3.57723
640000 3.57889
641000 3.58115
642000 3.58349
643000 3.58717
644000 3.58997
645000 3.59222
646000 3.5948
647000 3.59771
648000 3.60093
649000 3.60449
650000 3.60705
651000 3.60971
652000 3.6129
653000 3.61566
654000 3.6188
655000 3.6232
656000 3.62572
657000 3.62835
658000 3.63072
659000 3.63365
660000 3.63483
661000 3.6374
662000 3.63973
663000 3.64219
664000 3.64535
665000 3.64891
666000 3.65159
667000 3.654
668000 3.65537
669000 3.65779
670000 3.66048
671000 3.66328
672000 3.66588
673000 3.6682
674000 3.67216
675000 3.67532
676000 3.67794
677000 3.68063
678000 3.68265
679000 3.68563
680000 3.68882
681000 3.69043
682000 3.69204
683000 3.69407
684000 3.69554
685000 3.69591
686000 3.69606
687000 3.69614
688000 3.69659
689000 3.69662
690000 3.69622
691000 3.69562
692000 3.69417
693000 3.69368
694000 3.69343
695000 3.69267
696000 3.69056
697000 3.68901
698000 3.68806
699000 3.68743
700000 3.68688
701000 3.68708
702000 3.68839
703000 3.68997
704000 3.6927
705000 3.69285
706000 3.69398
707000 3.69572
708000 3.69816
709000 3.69994
710000 3.70274
711000 3.70514
712000 3.70633
713000 3.70762
714000 3.70906
715000 3.71041
716000 3.71276
717000 3.71398
718000 3.71465
719000 3.71455
720000 3.71389
721000 3.7147
722000 3.71563
723000 3.7153
724000 3.71442
725000 3.71351
726000 3.71302
727000 3.71244
728000 3.71145
729000 3.71108
730000 3.71062
731000 3.71107
732000 3.71196
733000 3.71262
734000 3.71314
735000 3.71389
736000 3.71605
737000 3.71664
738000 3.71719
739000 3.71735
740000 3.71686
741000 3.71791
742000 3.71899
743000 3.7205
744000 3.72041
745000 3.721
746000 3.72221
747000 3.72311
748000 3.72384
749000 3.72488
750000 3.72653
751000 3.72693
752000 3.72685
753000 3.72535
754000 3.72387
755000 3.72416
756000 3.72375
757000 3.72459
758000 3.72511
759000 3.72528
760000 3.72576
