# Time-averaged data for fix pressrun
# TimeStep v_P
202000 683.71
203000 689.811
204000 687.746
205000 691.083
206000 693.198
207000 695.76
208000 695.005
209000 694.709
210000 693.861
211000 694.322
212000 693.169
213000 692.585
214000 692.433
215000 691.288
216000 692.473
217000 692.325
218000 693.296
219000 694.142
220000 694.121
221000 693.883
222000 693.538
223000 693.596
224000 693.782
225000 693.481
226000 693.875
227000 693.591
228000 693.756
229000 693.943
230000 693.747
231000 693.81
232000 694.013
233000 693.86
234000 693.695
235000 693.973
236000 694.155
237000 694.38
238000 694.139
239000 694.237
240000 693.945
241000 694.109
242000 694.229
243000 694.036
244000 694.118
245000 694.138
246000 693.819
247000 693.839
248000 693.62
249000 693.667
250000 693.707
251000 693.893
252000 693.904
253000 693.86
254000 693.857
255000 693.914
256000 693.886
257000 694.033
258000 694.344
259000 694.436
260000 694.359
261000 694.346
262000 694.206
263000 694.359
264000 694.318
265000 694.145
266000 694.015
267000 693.886
268000 694.019
269000 693.882
270000 693.928
271000 693.837
272000 693.817
273000 694.224
274000 694.398
275000 694.306
276000 694.301
277000 694.175
278000 694.289
279000 694.193
280000 694.063
281000 694.049
282000 693.957
283000 693.914
284000 694.004
285000 694.134
286000 694.15
287000 694.176
288000 694.164
289000 694.197
290000 694.222
291000 694.243
292000 694.345
293000 694.379
294000 694.166
295000 694.194
296000 694.208
297000 694.19
298000 694.031
299000 694.082
300000 694.042
301000 694.004
302000 694.038
303000 694.021
304000 694.022
305000 693.944
306000 694.089
307000 694.018
308000 694.051
309000 694.019
310000 694
311000 694.04
312000 694.105
313000 694.067
314000 693.934
315000 693.986
316000 694.04
317000 694.122
318000 694.219
319000 694.18
320000 694.108
321000 694.073
322000 694.044
323000 693.966
324000 693.893
325000 693.959
326000 693.832
327000 693.915
328000 693.814
329000 693.86
330000 693.942
331000 693.941
332000 693.924
333000 694.018
334000 693.992
335000 694.057
336000 694.084
337000 694.015
338000 694.03
339000 694.059
340000 693.964
341000 693.919
342000 693.951
343000 693.94
344000 693.947
345000 694.004
346000 694.007
347000 694.01
348000 694.006
349000 694.002
350000 693.996
351000 694.037
352000 694.01
353000 694.041
354000 693.987
355000 693.979
356000 693.995
357000 693.924
358000 693.81
359000 693.824
360000 693.805
361000 693.748
362000 693.774
363000 693.863
364000 693.819
365000 693.892
366000 693.853
367000 693.901
368000 693.877
369000 693.894
370000 693.824
371000 693.793
372000 693.763
373000 693.815
374000 693.874
375000 693.915
376000 693.993
377000 693.96
378000 693.977
379000 693.995
380000 694.013
381000 694.025
382000 694.055
383000 694.053
384000 693.996
385000 693.957
386000 693.957
387000 694.028
388000 694.045
389000 693.991
390000 694.007
391000 694.033
392000 694.022
393000 694.069
394000 694.01
395000 693.992
396000 693.976
397000 693.984
398000 693.938
399000 693.88
400000 693.954
401000 693.96
402000 693.983
403000 693.987
404000 693.989
405000 694.034
406000 694.086
407000 694.106
408000 694.116
409000 694.097
410000 694.11
411000 694.099
412000 694.145
413000 694.174
414000 694.144
415000 694.109
416000 694.159
417000 694.078
418000 694.042
419000 694.009
420000 694.002
421000 694.009
422000 693.962
423000 693.98
424000 693.987
425000 694.008
426000 694.02
427000 693.98
428000 694.006
429000 694.004
430000 694.061
431000 694.128
432000 694.096
433000 694.088
434000 694.088
435000 694.084
436000 694.081
437000 694.13
438000 694.129
439000 694.128
440000 694.1
441000 694.036
442000 694.06
443000 694.092
444000 694.044
445000 693.976
446000 693.95
447000 693.917
448000 693.905
449000 693.907
450000 693.897
451000 693.875
452000 693.91
453000 693.875
454000 693.863
455000 693.85
456000 693.823
457000 693.815
458000 693.809
459000 693.781
460000 693.785
461000 693.761
462000 693.736
463000 693.738
464000 693.747
465000 693.766
466000 693.766
467000 693.795
468000 693.785
469000 693.844
470000 693.836
471000 693.856
472000 693.86
473000 693.838
474000 693.848
475000 693.798
476000 693.776
477000 693.808
478000 693.812
479000 693.799
480000 693.788
481000 693.808
482000 693.796
483000 693.743
484000 693.721
485000 693.747
486000 693.74
487000 693.712
488000 693.725
489000 693.751
490000 693.745
491000 693.766
492000 693.745
493000 693.738
494000 693.713
495000 693.72
496000 693.696
497000 693.675
498000 693.678
499000 693.676
500000 693.683
501000 693.648
502000 693.701
503000 693.725
504000 693.772
505000 693.756
506000 693.75
507000 693.759
508000 693.752
509000 693.754
510000 693.756
511000 693.746
512000 693.727
513000 693.721
514000 693.672
515000 693.681
516000 693.691
517000 693.677
518000 693.657
519000 693.658
520000 693.663
521000 693.67
522000 693.691
523000 693.684
524000 693.686
525000 693.666
526000 693.679
527000 693.676
528000 693.725
529000 693.721
530000 693.697
531000 693.734
532000 693.708
533000 693.674
534000 693.674
535000 693.691
536000 693.731
537000 693.747
538000 693.759
539000 693.735
540000 693.742
541000 693.741
542000 693.725
543000 693.692
544000 693.662
545000 693.672
546000 693.678
547000 693.688
548000 693.653
549000 693.689
550000 693.7
551000 693.681
552000 693.64
553000 693.61
554000 693.579
555000 693.59
556000 693.588
557000 693.615
558000 693.615
559000 693.635
560000 693.62
561000 693.626
562000 693.649
563000 693.642
564000 693.647
565000 693.635
566000 693.619
567000 693.625
568000 693.618
569000 693.596
570000 693.606
571000 693.588
572000 693.584
573000 693.585
574000 693.597
575000 693.644
576000 693.688
577000 693.732
578000 693.748
579000 693.718
580000 693.672
581000 693.633
582000 693.607
583000 693.606
584000 693.596
585000 693.595
586000 693.616
587000 693.628
588000 693.623
589000 693.612
590000 693.627
591000 693.62
592000 693.616
593000 693.595
594000 693.592
595000 693.589
596000 693.59
597000 693.58
598000 693.585
599000 693.586
600000 693.6
601000 693.562
602000 693.528
603000 693.466
604000 693.486
605000 693.497
606000 693.476
607000 693.437
608000 693.461
609000 693.443
610000 693.461
611000 693.446
612000 693.45
613000 693.428
614000 693.454
615000 693.481
616000 693.493
617000 693.488
618000 693.489
619000 693.543
620000 693.537
621000 693.518
622000 693.51
623000 693.498
624000 693.489
625000 693.474
626000 693.487
627000 693.467
628000 693.502
629000 693.509
630000 693.522
631000 693.504
632000 693.515
633000 693.518
634000 693.493
635000 693.498
636000 693.509
637000 693.52
638000 693.51
639000 693.516
640000 693.511
641000 693.485
642000 693.468
643000 693.458
644000 693.456
645000 693.442
646000 693.425
647000 693.428
648000 693.443
649000 693.428
650000 693.446
651000 693.457
652000 693.445
653000 693.432
654000 693.406
655000 693.434
656000 693.438
657000 693.431
658000 693.432
659000 693.392
660000 693.382
661000 693.382
662000 693.414
663000 693.414
664000 693.42
665000 693.432
666000 693.43
667000 693.416
668000 693.442
669000 693.443
670000 693.436
671000 693.422
672000 693.42
673000 693.423
674000 693.436
675000 693.439
676000 693.443
677000 693.437
678000 693.433
679000 693.454
680000 693.442
681000 693.414
682000 693.392
683000 693.382
684000 693.368
685000 693.384
686000 693.388
687000 693.397
688000 693.376
689000 693.375
690000 693.411
691000 693.407
692000 693.41
693000 693.405
694000 693.404
695000 693.394
696000 693.37
697000 693.381
698000 693.393
699000 693.406
700000 693.397
701000 693.395
702000 693.38
703000 693.371
704000 693.379
705000 693.396
706000 693.369
707000 693.366
708000 693.349
709000 693.372
710000 693.376
711000 693.381
712000 693.397
713000 693.399
714000 693.408
715000 693.447
716000 693.431
717000 693.412
718000 693.425
719000 693.445
720000 693.429
721000 693.429
722000 693.455
723000 693.451
724000 693.46
725000 693.441
726000 693.459
727000 693.446
728000 693.43
729000 693.44
730000 693.446
731000 693.457
732000 693.453
733000 693.465
734000 693.474
735000 693.486
736000 693.474
737000 693.468
738000 693.473
739000 693.462
740000 693.471
741000 693.435
742000 693.436
743000 693.429
744000 693.412
745000 693.404
746000 693.432
747000 693.44
748000 693.443
749000 693.456
750000 693.456
751000 693.459
752000 693.43
753000 693.432
754000 693.426
755000 693.421
756000 693.428
757000 693.406
758000 693.414
759000 693.437
760000 693.428
761000 693.434
762000 693.429
763000 693.415
764000 693.413
765000 693.417
766000 693.416
767000 693.408
768000 693.412
769000 693.388
770000 693.405
771000 693.41
772000 693.413
773000 693.405
774000 693.42
775000 693.429
776000 693.432
777000 693.426
778000 693.426
779000 693.443
780000 693.427
781000 693.415
782000 693.432
783000 693.43
784000 693.433
785000 693.436
786000 693.42
787000 693.42
788000 693.421
789000 693.401
790000 693.428
791000 693.443
792000 693.465
793000 693.45
794000 693.442
795000 693.439
796000 693.437
797000 693.45
798000 693.429
799000 693.428
800000 693.445
801000 693.442
802000 693.479
803000 693.478
804000 693.481
805000 693.479
806000 693.459
807000 693.472
808000 693.474
809000 693.47
810000 693.476
811000 693.48
812000 693.475
813000 693.478
814000 693.472
815000 693.489
816000 693.499
817000 693.516
818000 693.529
819000 693.55
820000 693.547
821000 693.555
822000 693.554
823000 693.573
824000 693.551
825000 693.552
826000 693.556
827000 693.551
828000 693.56
829000 693.55
830000 693.526
831000 693.516
832000 693.515
833000 693.504
834000 693.506
835000 693.48
836000 693.478
837000 693.48
838000 693.493
839000 693.501
840000 693.534
841000 693.539
842000 693.551
843000 693.55
844000 693.548
845000 693.567
846000 693.57
847000 693.56
848000 693.56
849000 693.549
850000 693.534
851000 693.515
852000 693.521
853000 693.532
854000 693.535
855000 693.526
856000 693.53
857000 693.517
858000 693.514
859000 693.519
860000 693.517
861000 693.512
862000 693.49
863000 693.461
864000 693.462
865000 693.485
866000 693.478
867000 693.482
868000 693.473
869000 693.458
870000 693.462
871000 693.467
872000 693.459
873000 693.473
874000 693.452
875000 693.448
876000 693.46
877000 693.45
878000 693.455
879000 693.454
880000 693.449
881000 693.46
882000 693.476
883000 693.469
884000 693.45
885000 693.442
886000 693.436
887000 693.422
888000 693.412
889000 693.409
890000 693.411
891000 693.405
892000 693.427
893000 693.45
894000 693.457
895000 693.465
896000 693.462
897000 693.461
898000 693.453
899000 693.455
900000 693.465
901000 693.452
902000 693.447
903000 693.466
904000 693.462
905000 693.462
906000 693.459
907000 693.435
908000 693.427
909000 693.404
910000 693.416
911000 693.418
912000 693.424
913000 693.443
914000 693.448
915000 693.466
916000 693.479
917000 693.502
918000 693.507
919000 693.497
920000 693.502
921000 693.496
922000 693.483
923000 693.497
924000 693.512
925000 693.503
926000 693.503
927000 693.502
928000 693.496
929000 693.517
930000 693.525
931000 693.518
932000 693.51
933000 693.514
934000 693.505
935000 693.498
936000 693.517
937000 693.513
938000 693.51
939000 693.503
940000 693.518
941000 693.537
942000 693.52
943000 693.513
944000 693.529
945000 693.518
946000 693.509
947000 693.509
948000 693.502
949000 693.498
950000 693.488
951000 693.499
952000 693.51
953000 693.513
954000 693.52
955000 693.519
956000 693.533
957000 693.528
958000 693.515
959000 693.514
960000 693.508
961000 693.514
962000 693.528
963000 693.514
964000 693.502
965000 693.516
966000 693.527
967000 693.51
968000 693.511
969000 693.502
970000 693.516
971000 693.517
972000 693.533
973000 693.542
974000 693.551
975000 693.561
976000 693.55
977000 693.561
978000 693.566
979000 693.564
980000 693.549
981000 693.537
982000 693.539
983000 693.541
984000 693.558
985000 693.542
986000 693.547
987000 693.533
988000 693.527
989000 693.514
990000 693.515
991000 693.519
992000 693.52
993000 693.51
994000 693.501
995000 693.509
996000 693.515
997000 693.521
998000 693.527
999000 693.515
1000000 693.495
1001000 693.503
1002000 693.49
1003000 693.484
1004000 693.471
1005000 693.47
1006000 693.468
1007000 693.479
1008000 693.462
1009000 693.475
1010000 693.492
1011000 693.494
1012000 693.491
1013000 693.482
1014000 693.477
1015000 693.47
1016000 693.48
1017000 693.46
1018000 693.46
1019000 693.459
