# Time-averaged data for fix energyrun
# TimeStep v_U
202000 42.3552
203000 42.4827
204000 42.4513
205000 42.4093
206000 42.4584
207000 42.4165
208000 42.4239
209000 42.4059
210000 42.4314
211000 42.4382
212000 42.4535
213000 42.4521
214000 42.4418
215000 42.4533
216000 42.4569
217000 42.4286
218000 42.4434
219000 42.4599
220000 42.4449
221000 42.4359
222000 42.44
223000 42.4362
224000 42.4406
225000 42.4366
226000 42.4272
227000 42.4329
228000 42.4291
229000 42.4301
230000 42.4373
231000 42.442
232000 42.4348
233000 42.44
234000 42.4392
235000 42.446
236000 42.4331
237000 42.437
238000 42.4355
239000 42.4381
240000 42.4303
241000 42.4379
242000 42.4324
243000 42.4353
244000 42.4273
245000 42.4243
246000 42.4256
247000 42.4308
248000 42.4243
249000 42.4275
250000 42.4276
251000 42.4337
252000 42.4369
253000 42.4337
254000 42.4331
255000 42.4367
256000 42.438
257000 42.4404
258000 42.4419
259000 42.4419
260000 42.447
261000 42.4434
262000 42.4424
263000 42.4428
264000 42.4408
265000 42.4404
266000 42.4382
267000 42.4384
268000 42.4376
269000 42.437
270000 42.4337
271000 42.4378
272000 42.4314
273000 42.4316
274000 42.434
275000 42.4315
276000 42.4352
277000 42.4354
278000 42.4358
279000 42.4373
280000 42.4358
281000 42.4357
282000 42.438
283000 42.4332
284000 42.4343
285000 42.4357
286000 42.437
287000 42.4383
288000 42.4365
289000 42.4398
290000 42.4415
291000 42.4399
292000 42.4392
293000 42.4391
294000 42.4399
295000 42.4413
296000 42.4392
297000 42.4401
298000 42.4437
299000 42.441
300000 42.4395
301000 42.442
302000 42.4399
303000 42.4407
304000 42.4397
305000 42.4404
306000 42.4403
307000 42.4401
308000 42.4417
309000 42.4409
310000 42.4411
311000 42.442
312000 42.4435
313000 42.4468
314000 42.4437
315000 42.4453
316000 42.4478
317000 42.4479
318000 42.4478
319000 42.4458
320000 42.4461
321000 42.4468
322000 42.4472
323000 42.4469
324000 42.4459
325000 42.4444
326000 42.4435
327000 42.4444
328000 42.4447
329000 42.4433
330000 42.4421
331000 42.4436
332000 42.4452
333000 42.4432
334000 42.4426
335000 42.4422
336000 42.4394
337000 42.4404
338000 42.4387
339000 42.4392
340000 42.4382
341000 42.4361
342000 42.4385
343000 42.4361
344000 42.4367
345000 42.435
346000 42.4355
347000 42.4352
348000 42.4365
349000 42.4382
350000 42.4373
351000 42.4374
352000 42.4383
353000 42.4357
354000 42.435
355000 42.4346
356000 42.4339
357000 42.433
358000 42.4331
359000 42.432
360000 42.4313
361000 42.4329
362000 42.4345
363000 42.4336
364000 42.4327
365000 42.435
366000 42.4332
367000 42.433
368000 42.4323
369000 42.4324
370000 42.4323
371000 42.4316
372000 42.4319
373000 42.4314
374000 42.4316
375000 42.4298
376000 42.4293
377000 42.4304
378000 42.43
379000 42.4282
380000 42.4283
381000 42.4282
382000 42.4296
383000 42.4294
384000 42.4305
385000 42.4288
386000 42.4283
387000 42.4284
388000 42.4293
389000 42.4292
390000 42.4302
391000 42.4293
392000 42.43
393000 42.429
394000 42.4282
395000 42.4297
396000 42.4286
397000 42.4278
398000 42.4293
399000 42.4294
400000 42.4277
401000 42.4267
402000 42.427
403000 42.4269
404000 42.4251
405000 42.4259
406000 42.4272
407000 42.4266
408000 42.4272
409000 42.4276
410000 42.4278
411000 42.4261
412000 42.4265
413000 42.4252
414000 42.4242
415000 42.4233
416000 42.4239
417000 42.4229
418000 42.4227
419000 42.4226
420000 42.4233
421000 42.4243
422000 42.4242
423000 42.4245
424000 42.4253
425000 42.424
426000 42.425
427000 42.4265
428000 42.427
429000 42.4258
430000 42.4267
431000 42.4266
432000 42.4262
433000 42.425
434000 42.4259
435000 42.4262
436000 42.425
437000 42.4232
438000 42.4225
439000 42.4232
440000 42.4235
441000 42.4235
442000 42.4233
443000 42.4234
444000 42.4245
445000 42.423
446000 42.4236
447000 42.4245
448000 42.4225
449000 42.4235
450000 42.4225
451000 42.4225
452000 42.4237
453000 42.4235
454000 42.4229
455000 42.424
456000 42.4246
457000 42.4245
458000 42.4239
459000 42.4248
460000 42.4247
461000 42.4247
462000 42.4254
463000 42.4246
464000 42.4252
465000 42.4236
466000 42.4236
467000 42.4234
468000 42.4238
469000 42.4239
470000 42.4238
471000 42.4248
472000 42.4251
473000 42.4246
474000 42.4248
475000 42.4254
476000 42.4243
477000 42.4242
478000 42.4234
479000 42.4233
480000 42.4232
481000 42.4239
482000 42.4243
483000 42.4236
484000 42.4238
485000 42.423
486000 42.4234
487000 42.4239
488000 42.4236
489000 42.4236
490000 42.4241
491000 42.4241
492000 42.4239
493000 42.423
494000 42.4242
495000 42.4233
496000 42.423
497000 42.4235
498000 42.4228
499000 42.4226
500000 42.4227
501000 42.4234
502000 42.4227
503000 42.4234
504000 42.4233
505000 42.4236
506000 42.4237
507000 42.4242
508000 42.4246
509000 42.4252
510000 42.4246
511000 42.4246
512000 42.4237
513000 42.4238
514000 42.4234
515000 42.4237
516000 42.4239
517000 42.4236
518000 42.4226
519000 42.4223
520000 42.4233
521000 42.4225
522000 42.4234
523000 42.4227
524000 42.4228
525000 42.4227
526000 42.4228
527000 42.4232
528000 42.4229
529000 42.4229
530000 42.4224
531000 42.4231
532000 42.4238
533000 42.4238
534000 42.4244
535000 42.4243
536000 42.4247
537000 42.4245
538000 42.4237
539000 42.4239
540000 42.4232
541000 42.4226
542000 42.4222
543000 42.4219
544000 42.4213
545000 42.4221
546000 42.4226
547000 42.4229
548000 42.4225
549000 42.4227
550000 42.4226
551000 42.4224
552000 42.4226
553000 42.422
554000 42.4226
555000 42.4226
556000 42.4225
557000 42.4227
558000 42.4225
559000 42.4231
560000 42.4242
561000 42.4239
562000 42.4241
563000 42.4247
564000 42.4243
565000 42.4239
566000 42.4228
567000 42.4232
568000 42.4238
569000 42.4233
570000 42.4235
571000 42.4237
572000 42.4234
573000 42.424
574000 42.424
575000 42.4238
576000 42.4235
577000 42.423
578000 42.422
579000 42.4231
580000 42.4223
581000 42.4226
582000 42.4225
583000 42.4222
584000 42.4227
585000 42.4225
586000 42.4222
587000 42.4222
588000 42.422
