# Time-averaged data for fix energyrun
# TimeStep v_U
202000 -28.0723
203000 -27.9763
204000 -27.9178
205000 -28.0423
206000 -28.0117
207000 -28.0052
208000 -27.9362
209000 -27.8644
210000 -27.8601
211000 -27.8721
212000 -27.9567
213000 -27.9993
214000 -27.9994
215000 -27.9896
216000 -27.999
217000 -28.0257
218000 -28.0524
219000 -28.0929
220000 -28.1115
221000 -28.1046
222000 -28.1363
223000 -28.1708
224000 -28.1873
225000 -28.2066
226000 -28.247
227000 -28.2592
228000 -28.2695
229000 -28.2955
230000 -28.3237
231000 -28.3473
232000 -28.3562
233000 -28.373
234000 -28.3887
235000 -28.3871
236000 -28.4032
237000 -28.4307
238000 -28.4404
239000 -28.4484
240000 -28.4579
241000 -28.4644
242000 -28.4657
243000 -28.4672
244000 -28.4739
245000 -28.4767
246000 -28.4922
247000 -28.5046
248000 -28.4961
249000 -28.4851
250000 -28.4824
251000 -28.4922
252000 -28.5074
253000 -28.5209
254000 -28.5348
255000 -28.5367
256000 -28.5342
257000 -28.5256
258000 -28.5249
259000 -28.521
260000 -28.5259
261000 -28.5357
262000 -28.5378
263000 -28.5342
264000 -28.5352
265000 -28.537
266000 -28.5489
267000 -28.5509
268000 -28.5537
269000 -28.5604
270000 -28.5599
271000 -28.5548
272000 -28.5526
273000 -28.5498
274000 -28.5513
275000 -28.5461
276000 -28.5307
277000 -28.5336
278000 -28.5251
279000 -28.5203
280000 -28.5174
281000 -28.5154
282000 -28.5193
283000 -28.5169
284000 -28.5217
285000 -28.5247
286000 -28.5285
287000 -28.524
288000 -28.5188
289000 -28.5137
290000 -28.5136
291000 -28.5069
292000 -28.5063
293000 -28.5018
294000 -28.4969
295000 -28.4998
296000 -28.497
297000 -28.4919
298000 -28.4917
299000 -28.4891
300000 -28.4935
301000 -28.4967
302000 -28.4961
303000 -28.4991
304000 -28.5079
305000 -28.5096
306000 -28.5114
307000 -28.5093
308000 -28.5073
309000 -28.5091
310000 -28.5052
311000 -28.5017
312000 -28.4932
313000 -28.4877
314000 -28.4817
315000 -28.4767
316000 -28.4796
317000 -28.4797
318000 -28.4805
319000 -28.4785
320000 -28.4783
321000 -28.4765
322000 -28.4768
323000 -28.4715
324000 -28.4663
325000 -28.4642
326000 -28.4602
327000 -28.4555
328000 -28.4526
329000 -28.4445
330000 -28.4424
331000 -28.4361
332000 -28.4284
333000 -28.4248
334000 -28.4236
335000 -28.426
336000 -28.4257
337000 -28.4204
338000 -28.4159
339000 -28.4138
340000 -28.4105
341000 -28.413
342000 -28.4164
343000 -28.419
344000 -28.4203
345000 -28.4165
346000 -28.4175
347000 -28.4172
348000 -28.4137
349000 -28.4148
350000 -28.4173
351000 -28.4213
352000 -28.4229
353000 -28.4265
354000 -28.4259
355000 -28.4243
356000 -28.4262
357000 -28.4266
358000 -28.4261
359000 -28.4256
360000 -28.428
361000 -28.4296
362000 -28.4306
363000 -28.4258
364000 -28.4214
365000 -28.4175
366000 -28.4186
367000 -28.4185
368000 -28.4192
369000 -28.4202
370000 -28.419
371000 -28.4176
372000 -28.4151
373000 -28.4104
374000 -28.4081
375000 -28.405
376000 -28.4041
377000 -28.404
378000 -28.4048
379000 -28.4044
380000 -28.4053
381000 -28.4032
382000 -28.4005
383000 -28.3961
384000 -28.3948
385000 -28.3965
386000 -28.3959
387000 -28.3944
388000 -28.3966
389000 -28.3982
390000 -28.3989
391000 -28.3974
392000 -28.3982
393000 -28.4035
394000 -28.4052
395000 -28.4035
396000 -28.405
397000 -28.4031
398000 -28.402
399000 -28.4013
400000 -28.4037
401000 -28.4038
402000 -28.403
403000 -28.4039
404000 -28.4007
405000 -28.3973
406000 -28.3961
407000 -28.3961
408000 -28.3962
409000 -28.3939
410000 -28.3917
411000 -28.3899
412000 -28.3899
413000 -28.3889
414000 -28.3886
415000 -28.3912
416000 -28.3915
417000 -28.3899
418000 -28.3896
419000 -28.3874
420000 -28.3847
421000 -28.381
422000 -28.3774
423000 -28.3757
424000 -28.3732
425000 -28.373
426000 -28.371
427000 -28.3669
428000 -28.3649
429000 -28.3617
430000 -28.3578
431000 -28.355
432000 -28.3532
433000 -28.3521
434000 -28.3475
435000 -28.3459
436000 -28.3423
437000 -28.3409
438000 -28.3381
439000 -28.3359
440000 -28.3322
441000 -28.3286
442000 -28.3271
443000 -28.3252
444000 -28.3229
445000 -28.3218
446000 -28.3194
447000 -28.3176
448000 -28.3148
449000 -28.3141
450000 -28.3139
451000 -28.314
452000 -28.3127
453000 -28.3128
454000 -28.3122
455000 -28.3125
456000 -28.3138
457000 -28.317
458000 -28.316
459000 -28.3136
460000 -28.3128
461000 -28.3103
462000 -28.3055
463000 -28.3033
464000 -28.3008
465000 -28.3003
466000 -28.3022
467000 -28.3014
468000 -28.3034
469000 -28.3038
470000 -28.3055
471000 -28.3068
472000 -28.3083
473000 -28.308
474000 -28.3115
475000 -28.3125
476000 -28.3126
477000 -28.3115
478000 -28.3098
479000 -28.309
480000 -28.3085
481000 -28.3072
482000 -28.3041
483000 -28.3016
484000 -28.3036
485000 -28.3044
486000 -28.3044
487000 -28.3048
488000 -28.3033
489000 -28.3002
490000 -28.297
491000 -28.2951
492000 -28.2937
493000 -28.2921
494000 -28.2887
495000 -28.2854
496000 -28.2859
497000 -28.2835
498000 -28.2824
499000 -28.2813
500000 -28.2809
501000 -28.2802
502000 -28.2784
503000 -28.2759
504000 -28.2761
505000 -28.276
506000 -28.2774
507000 -28.2774
508000 -28.2772
509000 -28.2781
510000 -28.2783
511000 -28.2784
512000 -28.2795
513000 -28.2785
514000 -28.279
515000 -28.2803
516000 -28.2796
517000 -28.2792
