# Time-averaged data for fix pressrun
# TimeStep v_P
202000 48.5623
203000 49.2296
204000 58.136
205000 62.999
206000 66.5105
207000 66.2843
208000 64.4851
209000 64.1872
210000 63.6041
211000 63.2899
212000 64.3241
213000 65.4197
214000 64.8038
215000 64.9554
216000 63.7824
217000 64.1204
218000 64.1561
219000 64.3351
220000 64.2143
221000 65.3508
222000 65.0168
223000 64.3255
224000 64.3431
225000 63.8137
226000 63.8235
227000 64.2393
228000 63.9564
229000 63.7087
230000 63.7208
231000 63.5907
232000 63.8406
233000 64.106
234000 64.4715
235000 64.6946
236000 64.6621
237000 64.8313
238000 64.7187
239000 64.5239
240000 64.4666
241000 64.5331
242000 64.6567
243000 64.9176
244000 64.8721
245000 64.6212
246000 64.2509
247000 64.1932
248000 64.553
249000 64.5975
250000 64.2059
251000 64.268
252000 64.2509
253000 64.1408
254000 64.2918
255000 64.446
256000 64.3607
257000 64.4333
258000 64.1741
259000 64.0471
260000 63.9539
261000 63.9573
262000 64.1872
263000 64.5987
264000 64.441
265000 64.2107
266000 64.2582
267000 64.1903
268000 64.2378
269000 63.9363
270000 63.6853
271000 63.6323
272000 63.464
273000 63.3099
274000 63.0219
275000 63.0243
276000 63.1509
277000 63.1061
278000 63.1206
279000 63.3298
280000 63.5214
281000 63.7856
282000 63.9497
283000 63.8587
284000 63.9733
285000 63.8363
286000 63.8636
287000 63.9726
288000 64.1516
289000 64.1539
290000 64.1526
291000 64.0922
292000 64.0143
293000 64.1391
294000 64.1866
295000 63.867
296000 63.9527
297000 64.0006
298000 64.0592
299000 64.1073
300000 64.2683
301000 64.4532
302000 64.5617
303000 64.5468
304000 64.547
305000 64.7305
306000 64.8902
307000 64.8608
308000 64.8687
309000 64.8306
310000 65.0127
311000 64.9535
312000 65.0655
313000 65.0601
314000 65.0232
315000 65.1256
316000 65.1367
317000 65.3001
318000 65.2265
319000 65.3531
320000 65.3706
321000 65.5054
322000 65.4695
323000 65.4408
324000 65.4026
325000 65.5115
326000 65.4029
327000 65.6476
328000 65.5569
329000 65.5918
330000 65.5457
331000 65.4276
332000 65.3349
333000 65.2358
334000 65.2752
335000 65.2979
336000 65.3833
337000 65.5063
338000 65.3889
339000 65.3151
340000 65.3501
341000 65.3435
342000 65.4935
343000 65.5843
344000 65.6528
345000 65.7529
346000 65.7204
347000 65.6864
348000 65.8719
349000 65.795
350000 65.6799
351000 65.8126
352000 65.737
353000 65.6139
354000 65.5462
355000 65.7443
356000 65.7113
357000 65.6074
358000 65.6357
359000 65.6017
360000 65.642
361000 65.6098
362000 65.4539
363000 65.4578
364000 65.5042
365000 65.3934
366000 65.3311
367000 65.4923
368000 65.4742
369000 65.517
370000 65.4843
371000 65.4425
372000 65.53
373000 65.4864
374000 65.485
375000 65.4505
376000 65.3811
377000 65.3089
378000 65.3839
379000 65.3618
380000 65.3128
381000 65.3931
382000 65.3847
383000 65.4311
384000 65.4297
385000 65.5534
386000 65.5666
387000 65.5568
388000 65.5164
389000 65.6403
390000 65.7151
391000 65.6551
392000 65.6141
393000 65.6076
394000 65.688
395000 65.6912
396000 65.5096
397000 65.5587
398000 65.5761
399000 65.5917
400000 65.5799
401000 65.585
402000 65.4924
403000 65.3933
404000 65.475
405000 65.4365
406000 65.3224
407000 65.2427
408000 65.2787
409000 65.3039
410000 65.2705
411000 65.2854
412000 65.3276
413000 65.3716
414000 65.3967
415000 65.3193
416000 65.2904
417000 65.3062
418000 65.3277
419000 65.3616
420000 65.3537
421000 65.315
422000 65.2511
423000 65.2318
424000 65.1542
425000 65.0635
426000 65.0661
427000 65.0934
428000 65.0637
429000 65.0731
430000 65.0654
431000 65.0252
432000 65.0272
433000 65.0285
434000 64.9461
435000 64.8631
436000 64.7521
437000 64.7603
438000 64.7769
439000 64.7287
440000 64.7003
441000 64.709
442000 64.6942
443000 64.6608
444000 64.7185
445000 64.7082
446000 64.7213
447000 64.697
448000 64.7905
449000 64.7294
450000 64.6628
451000 64.7154
452000 64.7461
453000 64.6932
454000 64.8069
455000 64.8902
456000 64.9049
457000 64.9578
458000 64.9512
459000 64.9535
460000 64.8922
461000 64.916
462000 64.9156
463000 64.8165
464000 64.8601
465000 64.8636
466000 64.8844
467000 64.9779
468000 65.0549
469000 65.0703
470000 65.103
471000 65.1157
472000 65.0861
473000 65.053
474000 65.0681
475000 65.0774
476000 65.0741
477000 65.0373
478000 64.9812
479000 64.9135
480000 64.8826
481000 64.9404
482000 64.8495
483000 64.9066
484000 64.8913
485000 64.9727
486000 64.951
487000 64.8777
488000 64.874
489000 64.8139
490000 64.8136
491000 64.7673
492000 64.7708
493000 64.719
494000 64.6857
495000 64.7204
496000 64.698
497000 64.71
498000 64.7269
499000 64.7537
500000 64.7264
501000 64.6824
502000 64.6371
503000 64.6571
504000 64.5886
505000 64.6011
506000 64.5887
507000 64.5727
508000 64.5837
509000 64.5297
510000 64.5259
511000 64.5606
512000 64.5715
