# Time-averaged data for fix energyrun
# TimeStep v_U
202000 46.381
203000 46.3905
204000 46.3847
205000 46.4703
206000 46.4452
207000 46.4129
208000 46.4134
209000 46.4493
210000 46.4346
211000 46.4219
212000 46.4091
213000 46.3966
214000 46.3894
215000 46.4021
216000 46.3779
217000 46.374
218000 46.3552
219000 46.3544
220000 46.3581
221000 46.3674
222000 46.372
223000 46.3728
224000 46.3869
225000 46.3864
226000 46.3812
227000 46.4099
228000 46.4089
229000 46.4173
230000 46.4149
231000 46.3962
232000 46.3973
233000 46.3972
234000 46.4096
235000 46.405
236000 46.4087
237000 46.4082
238000 46.4146
239000 46.4143
240000 46.4122
241000 46.421
242000 46.422
243000 46.4203
244000 46.4153
245000 46.417
246000 46.419
247000 46.4239
248000 46.4244
249000 46.4232
250000 46.4193
251000 46.4159
252000 46.4204
253000 46.4231
254000 46.4251
255000 46.429
256000 46.4249
257000 46.4247
258000 46.424
259000 46.4216
260000 46.4229
261000 46.4274
262000 46.4249
263000 46.4252
264000 46.4235
265000 46.4218
266000 46.4298
267000 46.4291
268000 46.4244
269000 46.4274
270000 46.4237
271000 46.4215
272000 46.4245
273000 46.4268
274000 46.424
275000 46.4276
276000 46.4301
277000 46.4313
278000 46.4304
279000 46.4272
280000 46.4275
281000 46.4275
282000 46.431
283000 46.4262
284000 46.4303
285000 46.4328
286000 46.437
287000 46.4346
288000 46.4346
289000 46.4359
290000 46.4355
291000 46.4333
292000 46.4331
293000 46.4358
294000 46.436
295000 46.4317
296000 46.4346
297000 46.4311
298000 46.4299
299000 46.4296
300000 46.4285
301000 46.4317
302000 46.4281
303000 46.4247
304000 46.4233
305000 46.4221
306000 46.4215
307000 46.4218
308000 46.4189
309000 46.422
310000 46.4246
311000 46.4245
312000 46.4235
313000 46.4237
314000 46.4248
315000 46.4221
316000 46.4277
317000 46.4269
318000 46.4251
319000 46.4272
320000 46.4245
321000 46.4214
322000 46.4209
323000 46.4252
324000 46.4243
325000 46.4237
326000 46.4264
327000 46.4253
328000 46.4263
329000 46.4252
330000 46.4233
331000 46.4224
332000 46.4242
333000 46.4265
334000 46.4286
335000 46.4267
336000 46.4252
337000 46.4222
338000 46.4207
339000 46.4216
340000 46.4215
341000 46.4201
342000 46.4213
343000 46.4186
344000 46.4196
345000 46.4189
346000 46.4209
347000 46.4231
348000 46.4231
349000 46.4218
350000 46.4209
351000 46.4197
352000 46.4203
353000 46.4201
354000 46.4203
355000 46.4213
356000 46.4207
357000 46.4209
358000 46.4198
359000 46.4175
360000 46.4161
361000 46.4176
362000 46.4177
363000 46.417
364000 46.4158
365000 46.416
366000 46.4148
367000 46.415
368000 46.4143
369000 46.414
370000 46.4132
371000 46.4119
372000 46.4104
373000 46.4117
374000 46.4088
375000 46.4098
376000 46.4088
377000 46.4087
378000 46.407
379000 46.4083
380000 46.4083
381000 46.4077
382000 46.41
383000 46.4117
384000 46.4127
385000 46.4136
386000 46.4132
387000 46.4145
388000 46.4145
389000 46.4142
390000 46.416
391000 46.4148
392000 46.4152
393000 46.4146
394000 46.4143
395000 46.4127
396000 46.4137
397000 46.4131
398000 46.4126
399000 46.4132
400000 46.411
401000 46.4115
402000 46.4115
403000 46.4129
404000 46.4126
405000 46.4125
406000 46.4119
407000 46.412
408000 46.4113
409000 46.4095
410000 46.4102
411000 46.411
412000 46.4112
413000 46.4105
414000 46.4127
